date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:23:44	4096/4096	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2005%20Jan%202024%2009:50:30%20GMT	https://banca.windstripedesign.ro/media/vendor/bootstrap/js/scrollspy.min.js?5.3.2	D:/themebank/bank/banca.windstripedesign.ro/media/vendor/bootstrap/js/scrollspy.mine55b.js	(from https://banca.windstripedesign.ro/en/)
21:23:45	4965/4965	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2005%20Jan%202024%2009:50:30%20GMT	https://banca.windstripedesign.ro/media/vendor/bootstrap/js/tab.min.js?5.3.2	D:/themebank/bank/banca.windstripedesign.ro/media/vendor/bootstrap/js/tab.mine55b.js	(from https://banca.windstripedesign.ro/en/)
21:23:46	2789/2789	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2005%20Jan%202024%2009:50:30%20GMT	https://banca.windstripedesign.ro/media/vendor/bootstrap/js/toast.min.js?5.3.2	D:/themebank/bank/banca.windstripedesign.ro/media/vendor/bootstrap/js/toast.mine55b.js	(from https://banca.windstripedesign.ro/en/)
21:23:47	3553/3553	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2005%20Jan%202024%2009:50:30%20GMT	https://banca.windstripedesign.ro/media/system/js/showon.min.js?f79c256660e2c0ca2179cf7f3168ea8143e1af82	D:/themebank/bank/banca.windstripedesign.ro/media/system/js/showon.minb3a7.js	(from https://banca.windstripedesign.ro/en/)
21:23:47	5598/5598	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2005%20Jan%202024%2009:50:30%20GMT	https://banca.windstripedesign.ro/media/system/js/messages.min.js?7f7aa28ac8e8d42145850e8b45b3bc82ff9a6411	D:/themebank/bank/banca.windstripedesign.ro/media/system/js/messages.minc0ea.js	(from https://banca.windstripedesign.ro/en/)
21:23:47	898/898	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2004%20Jan%202024%2016:50:16%20GMT	https://banca.windstripedesign.ro/components/com_sppagebuilder/assets/js/jquery.parallax.js?efcb014a6f41a6d880968ea58653b58d	D:/themebank/bank/banca.windstripedesign.ro/components/com_sppagebuilder/assets/js/jquery.parallaxc706.js	(from https://banca.windstripedesign.ro/en/)
21:23:48	74078/74078	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2004%20Jan%202024%2016:50:16%20GMT	https://banca.windstripedesign.ro/components/com_sppagebuilder/assets/js/sppagebuilder.js?efcb014a6f41a6d880968ea58653b58d	D:/themebank/bank/banca.windstripedesign.ro/components/com_sppagebuilder/assets/js/sppagebuilderc706.js	(from https://banca.windstripedesign.ro/en/)
21:23:48	20219/20219	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2004%20Jan%202024%2016:50:16%20GMT	https://banca.windstripedesign.ro/components/com_sppagebuilder/assets/js/jquery.magnific-popup.min.js	D:/themebank/bank/banca.windstripedesign.ro/components/com_sppagebuilder/assets/js/jquery.magnific-popup.min.js	(from https://banca.windstripedesign.ro/en/)
21:23:48	19021/19021	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2004%20Jan%202024%2016:50:16%20GMT	https://banca.windstripedesign.ro/components/com_sppagebuilder/assets/js/sp_carousel.js	D:/themebank/bank/banca.windstripedesign.ro/components/com_sppagebuilder/assets/js/sp_carousel.js	(from https://banca.windstripedesign.ro/en/)
21:23:49	9497/9497	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2030%20Mar%202022%2023:11:18%20GMT	https://banca.windstripedesign.ro/templates/banca/js/main.js	D:/themebank/bank/banca.windstripedesign.ro/templates/banca/js/main.js	(from https://banca.windstripedesign.ro/en/)
21:23:49	3350/3350	---M--	200	added ('OK')	image/png	date:Tue,%2001%20Jun%202021%2000:46:08%20GMT	https://banca.windstripedesign.ro/images/logo/Logo-2@2x.png	D:/themebank/bank/banca.windstripedesign.ro/images/logo/Logo-2@2x.png	(from https://banca.windstripedesign.ro/en/)
21:23:50	142496/142496	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:23:50%20GMT	https://banca.windstripedesign.ro/en/home/demo-01	D:/themebank/bank/banca.windstripedesign.ro/en/home/demo-01.html	(from https://banca.windstripedesign.ro/en/)
21:23:50	144540/144540	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Mar%202026%2017:06:29%20GMT	https://banca.windstripedesign.ro/en/home/demo-02	D:/themebank/bank/banca.windstripedesign.ro/en/home/demo-02.html	(from https://banca.windstripedesign.ro/en/)
21:23:51	145120/145120	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2013:40:21%20GMT	https://banca.windstripedesign.ro/en/home/demo-03	D:/themebank/bank/banca.windstripedesign.ro/en/home/demo-03.html	(from https://banca.windstripedesign.ro/en/)
21:23:51	93763/93763	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Mar%202026%2017:06:07%20GMT	https://banca.windstripedesign.ro/en/loan/get-loan	D:/themebank/bank/banca.windstripedesign.ro/en/loan/get-loan.html	(from https://banca.windstripedesign.ro/en/)
21:23:52	69942/69942	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2008:34:17%20GMT	https://banca.windstripedesign.ro/en/loan/loan-application	D:/themebank/bank/banca.windstripedesign.ro/en/loan/loan-application.html	(from https://banca.windstripedesign.ro/en/)
21:23:53	104146/104146	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Mar%202026%2017:01:43%20GMT	https://banca.windstripedesign.ro/en/job-pages/career	D:/themebank/bank/banca.windstripedesign.ro/en/job-pages/career.html	(from https://banca.windstripedesign.ro/en/)
21:23:53	86177/86177	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Mar%202026%2006:23:50%20GMT	https://banca.windstripedesign.ro/en/job-pages/jobs	D:/themebank/bank/banca.windstripedesign.ro/en/job-pages/jobs.html	(from https://banca.windstripedesign.ro/en/)
21:23:53	64946/64946	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Mar%202026%2015:28:14%20GMT	https://banca.windstripedesign.ro/en/job-pages/job-application	D:/themebank/bank/banca.windstripedesign.ro/en/job-pages/job-application.html	(from https://banca.windstripedesign.ro/en/)
21:23:55	150135/150135	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:23:54%20GMT	https://banca.windstripedesign.ro/en/pages/cards	D:/themebank/bank/banca.windstripedesign.ro/en/pages/cards.html	(from https://banca.windstripedesign.ro/en/)
21:23:55	101829/101829	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:23:55%20GMT	https://banca.windstripedesign.ro/en/pages/about-us	D:/themebank/bank/banca.windstripedesign.ro/en/pages/about-us.html	(from https://banca.windstripedesign.ro/en/)
21:23:56	90033/90033	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Mar%202026%2017:05:59%20GMT	https://banca.windstripedesign.ro/en/pages/contact-us	D:/themebank/bank/banca.windstripedesign.ro/en/pages/contact-us.html	(from https://banca.windstripedesign.ro/en/)
21:23:57	61591/61591	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:23:57%20GMT	https://banca.windstripedesign.ro/en/pages/404-error	D:/themebank/bank/banca.windstripedesign.ro/en/pages/404-error.html	(from https://banca.windstripedesign.ro/en/)
21:23:58	95748/95748	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Mar%202026%2018:42:46%20GMT	https://banca.windstripedesign.ro/en/blog/blog-listing	D:/themebank/bank/banca.windstripedesign.ro/en/blog/blog-listing.html	(from https://banca.windstripedesign.ro/en/)
21:23:58	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2019%20Mar%202026%2014:23:58%20GMT	https://banca.windstripedesign.ro/blog/blog-listing/five-steps-to-buying-for-your-home-loan	D:/themebank/bank/banca.windstripedesign.ro/blog/blog-listing/five-steps-to-buying-for-your-home-loan	(from https://banca.windstripedesign.ro/en/)
21:24:00	11868/11868	---M--	200	added ('OK')	image/png	date:Thu,%2027%20May%202021%2000:31:46%20GMT	https://banca.windstripedesign.ro/images/footer/footer-bg-2.png	D:/themebank/bank/banca.windstripedesign.ro/images/footer/footer-bg-2.png	(from https://banca.windstripedesign.ro/en/)
21:24:00	100930/100930	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:23:59%20GMT	https://banca.windstripedesign.ro/en/blog/blog-listing/five-steps-to-buying-for-your-home-loan	D:/themebank/bank/banca.windstripedesign.ro/en/blog/blog-listing/five-steps-to-buying-for-your-home-loan.html	(from https://banca.windstripedesign.ro/en/)
21:24:01	186827/186827	---M--	200	added ('OK')	image/png	date:Thu,%2027%20May%202021%2009:32:16%20GMT	https://banca.windstripedesign.ro/images/banner/slide-shape-1.png	D:/themebank/bank/banca.windstripedesign.ro/images/banner/slide-shape-1.png	(from https://banca.windstripedesign.ro/en/)
21:24:01	92802/92802	---M--	200	added ('OK')	image/png	date:Thu,%2027%20May%202021%2009:32:32%20GMT	https://banca.windstripedesign.ro/images/banner/slide-shape-2.png	D:/themebank/bank/banca.windstripedesign.ro/images/banner/slide-shape-2.png	(from https://banca.windstripedesign.ro/en/)
21:24:02	133260/133260	---M--	200	added ('OK')	image/png	date:Thu,%2027%20May%202021%2009:32:44%20GMT	https://banca.windstripedesign.ro/images/banner/slide-shape-3.png	D:/themebank/bank/banca.windstripedesign.ro/images/banner/slide-shape-3.png	(from https://banca.windstripedesign.ro/en/)
21:24:02	1086/1086	---M--	200	added ('OK')	image/png	date:Wed,%2019%20May%202021%2001:22:40%20GMT	https://banca.windstripedesign.ro/images/feature/shape-17.png	D:/themebank/bank/banca.windstripedesign.ro/images/feature/shape-17.png	(from https://banca.windstripedesign.ro/en/)
21:24:02	442120/442120	---M--	200	added ('OK')	image/png	date:Sat,%2029%20May%202021%2005:57:50%20GMT	https://banca.windstripedesign.ro/images/banner/person-2.png	D:/themebank/bank/banca.windstripedesign.ro/images/banner/person-2.png	(from https://banca.windstripedesign.ro/en/)
21:24:02	573/573	---M--	200	added ('OK')	image/png	date:Wed,%2019%20May%202021%2001:22:54%20GMT	https://banca.windstripedesign.ro/images/feature/shape-18.png	D:/themebank/bank/banca.windstripedesign.ro/images/feature/shape-18.png	(from https://banca.windstripedesign.ro/en/)
21:24:02	415/415	---M--	200	added ('OK')	image/png	date:Wed,%2019%20May%202021%2001:23:06%20GMT	https://banca.windstripedesign.ro/images/feature/shape-19.png	D:/themebank/bank/banca.windstripedesign.ro/images/feature/shape-19.png	(from https://banca.windstripedesign.ro/en/)
21:24:02	291/291	---M--	200	added ('OK')	image/png	date:Wed,%2019%20May%202021%2001:23:18%20GMT	https://banca.windstripedesign.ro/images/feature/shape-20.png	D:/themebank/bank/banca.windstripedesign.ro/images/feature/shape-20.png	(from https://banca.windstripedesign.ro/en/)
21:24:03	3633/3633	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2019%20May%202021%2001:05:40%20GMT	https://banca.windstripedesign.ro/images/feature/icon-8.svg	D:/themebank/bank/banca.windstripedesign.ro/images/feature/icon-8.svg	(from https://banca.windstripedesign.ro/en/)
21:24:03	1068/1068	---M--	200	added ('OK')	image/png	date:Wed,%2019%20May%202021%2005:00:24%20GMT	https://banca.windstripedesign.ro/images/feature/shape-21.png	D:/themebank/bank/banca.windstripedesign.ro/images/feature/shape-21.png	(from https://banca.windstripedesign.ro/en/)
21:24:03	1134/1134	---M--	200	added ('OK')	image/png	date:Wed,%2019%20May%202021%2005:00:38%20GMT	https://banca.windstripedesign.ro/images/feature/shape-22.png	D:/themebank/bank/banca.windstripedesign.ro/images/feature/shape-22.png	(from https://banca.windstripedesign.ro/en/)
21:24:03	401/401	---M--	200	added ('OK')	image/png	date:Wed,%2019%20May%202021%2005:00:52%20GMT	https://banca.windstripedesign.ro/images/feature/shape-23.png	D:/themebank/bank/banca.windstripedesign.ro/images/feature/shape-23.png	(from https://banca.windstripedesign.ro/en/)
21:24:04	395/395	---M--	200	added ('OK')	image/png	date:Wed,%2019%20May%202021%2005:03:46%20GMT	https://banca.windstripedesign.ro/images/feature/shape-27.png	D:/themebank/bank/banca.windstripedesign.ro/images/feature/shape-27.png	(from https://banca.windstripedesign.ro/en/)
21:24:04	5773/5773	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2019%20May%202021%2001:06:14%20GMT	https://banca.windstripedesign.ro/images/feature/icon-9.svg	D:/themebank/bank/banca.windstripedesign.ro/images/feature/icon-9.svg	(from https://banca.windstripedesign.ro/en/)
21:24:04	982/982	---M--	200	added ('OK')	image/png	date:Wed,%2019%20May%202021%2005:03:20%20GMT	https://banca.windstripedesign.ro/images/feature/shape-25.png	D:/themebank/bank/banca.windstripedesign.ro/images/feature/shape-25.png	(from https://banca.windstripedesign.ro/en/)
21:24:04	1078/1078	---M--	200	added ('OK')	image/png	date:Wed,%2019%20May%202021%2005:03:34%20GMT	https://banca.windstripedesign.ro/images/feature/shape-26.png	D:/themebank/bank/banca.windstripedesign.ro/images/feature/shape-26.png	(from https://banca.windstripedesign.ro/en/)
21:24:05	491/491	---M--	200	added ('OK')	image/png	date:Wed,%2019%20May%202021%2005:04:06%20GMT	https://banca.windstripedesign.ro/images/feature/shape-28.png	D:/themebank/bank/banca.windstripedesign.ro/images/feature/shape-28.png	(from https://banca.windstripedesign.ro/en/)
21:24:05	247/247	---M--	200	added ('OK')	image/png	date:Wed,%2019%20May%202021%2005:04:26%20GMT	https://banca.windstripedesign.ro/images/feature/shape-29.png	D:/themebank/bank/banca.windstripedesign.ro/images/feature/shape-29.png	(from https://banca.windstripedesign.ro/en/)
21:24:06	4007/4007	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2019%20May%202021%2001:06:40%20GMT	https://banca.windstripedesign.ro/images/feature/icon-10.svg	D:/themebank/bank/banca.windstripedesign.ro/images/feature/icon-10.svg	(from https://banca.windstripedesign.ro/en/)
21:24:07	1785/1785	---M--	200	added ('OK')	image/png	date:Thu,%2020%20May%202021%2009:05:36%20GMT	https://banca.windstripedesign.ro/images/help-ad/shape.png	D:/themebank/bank/banca.windstripedesign.ro/images/help-ad/shape.png	(from https://banca.windstripedesign.ro/en/)
21:24:07	3246/3246	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Jun%202021%2000:47:18%20GMT	https://banca.windstripedesign.ro/images/banca-corporate/logo-1.png	D:/themebank/bank/banca.windstripedesign.ro/images/banca-corporate/logo-1.png	(from https://banca.windstripedesign.ro/en/)
21:24:07	582850/582850	---M--	200	added ('OK')	image/png	date:Sat,%2029%20May%202021%2021:54:34%20GMT	https://banca.windstripedesign.ro/images/help-ad/img-1.png	D:/themebank/bank/banca.windstripedesign.ro/images/help-ad/img-1.png	(from https://banca.windstripedesign.ro/en/)
21:24:07	2531/2531	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Jun%202021%2000:47:34%20GMT	https://banca.windstripedesign.ro/images/banca-corporate/logo-2.png	D:/themebank/bank/banca.windstripedesign.ro/images/banca-corporate/logo-2.png	(from https://banca.windstripedesign.ro/en/)
21:24:07	2913/2913	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Jun%202021%2000:47:50%20GMT	https://banca.windstripedesign.ro/images/banca-corporate/logo-3.png	D:/themebank/bank/banca.windstripedesign.ro/images/banca-corporate/logo-3.png	(from https://banca.windstripedesign.ro/en/)
21:24:08	2750/2750	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Jun%202021%2000:48:00%20GMT	https://banca.windstripedesign.ro/images/banca-corporate/logo-4.png	D:/themebank/bank/banca.windstripedesign.ro/images/banca-corporate/logo-4.png	(from https://banca.windstripedesign.ro/en/)
21:24:08	2676/2676	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Jun%202021%2000:57:54%20GMT	https://banca.windstripedesign.ro/images/banca-corporate/logo-5.png	D:/themebank/bank/banca.windstripedesign.ro/images/banca-corporate/logo-5.png	(from https://banca.windstripedesign.ro/en/)
21:24:08	100865/100865	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Mar%202026%2014:58:12%20GMT	https://banca.windstripedesign.ro/en/blog-listing/business/credit-rating-as-a-private-customer	D:/themebank/bank/banca.windstripedesign.ro/en/blog-listing/business/credit-rating-as-a-private-customer.html	(from https://banca.windstripedesign.ro/en/)
21:24:09	71559/71559	---M--	200	added ('OK')	image/png	date:Sat,%2029%20May%202021%2022:07:34%20GMT	https://banca.windstripedesign.ro/images/blog/article-1.png	D:/themebank/bank/banca.windstripedesign.ro/images/blog/article-1.png	(from https://banca.windstripedesign.ro/en/)
